,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
373,Grand Forks,90,US,1543875300,85,47.91,-97.06,23.36,5.82
374,Shache,0,CN,1543877108,72,38.42,77.24,10.12,2.86
375,Mitry-Mory,75,FR,1543874400,71,48.98,2.62,55.4,16.11
376,Manono,48,CD,1543877125,97,-7.3,27.4,68.66,2.86
377,Paita,48,PE,1543877125,70,-5.09,-81.11,71.14,8.86
378,Grindavik,90,IS,1543876200,100,63.84,-22.43,24.8,23.04
379,Constitucion,5,MX,1543873200,5,23.99,-104.67,77.0,3.27
380,Jobbagyi,75,HU,1543874400,93,47.83,19.68,35.6,2.24
381,Nyurba,44,RU,1543877128,86,63.29,118.35,-39.84,3.87
382,Crossville,90,US,1543876500,69,35.95,-85.03,42.8,8.05
383,Jalu,0,LY,1543877129,91,29.03,21.55,48.64,7.52
384,Murgab,0,TM,1543874400,100,37.5,61.97,39.2,4.7
385,Limoges,90,FR,1543874400,93,45.84,1.26,53.6,8.05
386,Anori,12,BR,1543877130,92,-3.74,-61.66,78.61,2.3
387,Palmerston,90,CA,1543874400,79,43.83,-80.85,32.0,13.87
388,Tabuk,92,PH,1543877131,93,17.41,121.44,69.61,1.52
389,Tiarei,40,PF,1543876200,62,-17.53,-149.33,87.8,13.87
390,Mehamn,0,NO,1543873800,80,71.03,27.85,37.4,31.09
391,Sur,0,OM,1543877133,100,22.57,59.53,73.25,5.32
392,Okha,36,RU,1543877134,97,53.59,142.95,17.77,9.01
393,Shingu,76,JP,1543877134,100,33.72,135.99,64.03,7.78
394,Camacha,40,PT,1543874400,72,33.08,-16.33,64.4,9.17
395,Jizan,0,SA,1543874400,78,16.89,42.56,80.6,4.7
396,Guanica,1,PR,1543873800,100,17.97,-66.91,78.8,11.41
397,Vrangel,80,RU,1543877137,100,42.73,133.08,37.03,19.42
398,Baghdad,76,IQ,1543874400,100,33.3,44.38,51.8,3.36
399,Kodinsk,20,RU,1543877138,66,58.6,99.18,-22.56,4.88
400,Puro,20,PH,1543877138,89,13.13,123.76,80.86,8.12
401,Nuuk,68,GL,1543873800,68,64.17,-51.74,24.8,13.87
402,Buin,75,CL,1543874400,46,-33.73,-70.74,73.4,9.17
403,Bela,24,PK,1543877140,78,26.23,66.31,52.01,4.99
404,Los Llanos de Aridane,8,ES,1543874400,63,28.66,-17.92,64.4,5.82
405,Siniscola,40,IT,1543875600,72,40.57,9.69,62.6,18.34
406,San Lazaro,20,BZ,1543874400,74,18.04,-88.66,84.2,5.82
407,Kralendijk,20,BQ,1543874100,83,12.15,-68.27,78.8,9.17
408,Salinas,1,US,1543875300,54,36.67,-121.66,60.08,12.75
409,Karema,36,TZ,1543877144,96,-6.82,30.44,63.71,2.08
410,Port Keats,0,AU,1543877098,78,-14.25,129.55,91.75,7.4
411,Pangnirtung,90,CA,1543874400,77,66.15,-65.72,6.8,8.05
412,Villa Carlos Paz,20,AR,1543874400,34,-31.42,-64.5,80.6,5.82
413,Healesville,90,AU,1543874400,77,-37.65,145.52,60.8,11.41
414,Ucluelet,5,CA,1543874400,65,48.94,-125.55,46.4,4.7
415,Arica,0,CL,1543874400,68,-18.48,-70.32,69.8,10.29
416,Merritt Island,75,US,1543876020,87,28.54,-80.67,84.92,8.05
417,Yumen,64,CN,1543877152,71,40.29,97.04,2.74,2.19
418,Alice Springs,56,AU,1543874400,73,-23.7,133.88,75.2,6.93
419,Zelenyy Bor,44,RU,1543877153,80,61.09,42.06,15.38,9.01
420,Tres Arroyos,0,AR,1543877153,56,-38.38,-60.28,54.71,8.01
421,Touros,40,BR,1543874400,83,-5.2,-35.46,80.6,9.17
422,Goma,76,CD,1543877154,100,-1.67,29.23,56.11,1.19
423,Wuwei,0,CN,1543877155,44,37.93,102.64,-5.64,1.74
424,Westport,0,IE,1543877144,100,53.8,-9.52,36.94,4.05
425,Gubkin,68,RU,1543877156,85,51.28,37.53,16.87,7.56
426,Broome,40,GB,1543874160,93,52.47,1.45,41.54,5.82
427,La Ronge,90,CA,1543874400,92,55.1,-105.3,23.0,5.82
428,Chiltepec,12,MX,1543877158,61,18.48,-96.9,66.86,2.53
429,Maraa,44,BR,1543877159,95,-1.83,-65.37,77.93,1.97
430,Silifke,92,TR,1543876971,100,36.38,33.93,52.55,14.05
431,Port Said,0,EG,1543877160,81,25.34,30.55,46.61,2.86
432,Meleuz,92,RU,1543877132,87,52.96,55.93,17.63,8.3
433,Ziarat,8,PK,1543877161,67,30.38,67.73,18.98,2.75
434,Quelimane,0,MZ,1543877023,93,-17.88,36.89,70.6,6.06
435,Kedougou,0,SN,1543877162,56,12.56,-12.19,65.83,3.38
436,Havoysund,0,NO,1543875600,74,71.0,24.66,37.4,23.04
437,Lashio,0,MM,1543877163,97,22.93,97.75,53.45,2.26
438,Sobolevo,92,RU,1543876591,92,54.43,31.9,29.65,18.7
439,Sultanpur,0,IN,1543876991,86,26.26,82.07,55.25,3.87
440,Izvestkovyy,0,RU,1543877165,72,48.98,131.55,-3.3,2.37
441,Folldal,92,NO,1543877165,89,62.14,10.0,25.87,6.4
442,Orcopampa,8,PE,1543877166,34,-15.27,-72.34,39.19,5.21
443,Kayseri,75,TR,1543875600,74,38.73,35.48,41.0,13.87
444,Shahrud,0,IR,1543877167,77,36.42,54.97,25.42,2.75
445,Fayaoue,92,NC,1543877168,100,-20.65,166.53,78.25,12.55
446,Hasaki,75,JP,1543874400,93,35.73,140.83,53.6,4.7
447,Ulkan,44,RU,1543877169,71,57.24,107.32,-16.84,2.82
448,Qasigiannguit,0,GL,1543873800,51,68.82,-51.19,14.0,8.05
449,Taoudenni,0,ML,1543877171,32,22.68,-3.98,59.71,13.33
450,Cap-aux-Meules,90,CA,1543874400,100,47.38,-61.86,32.0,9.17
451,Itaporanga,44,BR,1543877172,80,-7.3,-38.15,72.67,3.09
452,Poya,12,NC,1543877173,92,-21.35,165.16,79.28,6.29
453,Coihueco,40,CL,1543874400,53,-36.63,-71.83,75.2,11.41
454,Garden City,75,US,1543874160,47,40.73,-73.63,51.98,13.87
455,Kalevala,80,FI,1543877174,88,64.12,29.58,20.51,8.63
456,Buala,64,SB,1543877175,78,-8.15,159.59,87.16,3.87
457,Daru,0,SL,1543877176,80,7.99,-10.85,74.6,6.11
458,Hualmay,0,PE,1543876625,86,-11.1,-77.61,65.47,6.06
459,Kenora,90,CA,1543876500,85,49.76,-94.48,17.6,6.93
460,Dudinka,12,RU,1543877111,53,69.41,86.18,-30.7,13.6
461,Cortes,88,PH,1543877178,96,9.28,126.19,77.08,0.29
462,Goundam,0,ML,1543877178,41,16.42,-3.66,64.7,9.01
463,Vao,100,EE,1543877179,95,59.1,26.19,32.44,9.75
464,Rio de Janeiro,75,BR,1543874400,88,-22.91,-43.21,77.0,6.93
465,Uarini,40,BR,1543874400,94,-2.98,-65.16,78.8,3.36
466,Tarko-Sale,0,RU,1543877180,56,64.92,77.78,-31.65,10.8
467,Bagotville,80,AU,1543874400,69,-28.98,153.42,77.0,5.82
468,Dongkan,92,CN,1543877182,98,34.0,119.83,47.65,18.86
469,Turukhansk,32,RU,1543877036,0,65.8,87.96,-42.45,2.98
470,Alta Floresta,92,BR,1543877183,95,-9.87,-56.08,72.8,1.19
471,Parana,90,BR,1543874400,78,-7.52,-72.89,80.6,5.82
472,Neiafu,75,TO,1543874400,83,-18.65,-173.98,82.4,5.82
473,Yeniseysk,0,RU,1543877184,67,58.45,92.17,-35.29,5.39
474,Rawson,8,AR,1543877185,21,-43.3,-65.11,77.89,11.81
475,Guarapari,90,BR,1543874400,83,-20.67,-40.5,73.4,10.29
476,Svetlogorsk,90,RU,1543876200,92,53.14,59.15,17.6,8.95
477,Sorland,75,NO,1543872000,70,67.67,12.69,42.8,6.93
478,Isangel,76,VU,1543876911,100,-19.55,169.27,78.56,13.04
479,Nago,75,IT,1543875600,93,45.88,10.89,42.8,5.82
480,Mackay,40,CA,1543874580,58,53.65,-115.58,26.6,12.75
481,Mpongwe,20,ZM,1543877192,86,-13.51,28.16,66.37,5.84
482,Capoterra,0,IT,1543875600,87,39.18,8.97,59.0,11.41
483,Lovozero,48,RU,1543877196,81,68.01,35.02,14.26,2.86
484,Nizwa,0,OM,1543877197,75,22.93,57.53,52.73,2.3
485,Jalingo,0,NG,1543877197,36,10.3,10.93,71.63,8.86
486,Guerrero Negro,8,MX,1543877163,54,27.97,-114.04,69.83,4.27
487,Zhigansk,0,RU,1543877130,0,66.77,123.37,-46.41,2.59
488,Chumikan,0,RU,1543877199,64,54.72,135.31,3.37,19.08
489,Corby,20,GB,1543875600,93,52.49,-0.7,37.4,6.93
490,Golyshmanovo,92,RU,1543877200,90,56.4,68.37,18.71,9.24
491,Novoagansk,8,RU,1543877200,62,61.94,76.66,-33.49,4.32
492,Plettenberg Bay,68,ZA,1543877201,100,-34.05,23.37,60.16,6.51
493,Nha Trang,40,VN,1543876200,94,12.24,109.19,80.6,4.7
494,Carlsbad,40,CZ,1543875120,93,50.23,12.87,46.4,3.36
495,Chapais,90,CA,1543875600,85,49.78,-74.86,19.4,6.93
496,Dondo,20,MZ,1543874400,78,-19.62,34.74,75.2,6.93
497,Port Augusta,75,AU,1543876200,77,-32.49,137.76,64.4,10.29
498,Suruc,40,TR,1543875600,70,36.98,38.42,48.2,6.93
499,Tefe,40,BR,1543874400,94,-3.35,-64.71,78.8,3.36
500,Berlevag,0,NO,1543873800,80,70.86,29.09,33.8,31.09
501,Taksimo,44,RU,1543877206,65,56.36,114.84,-24.27,2.04
502,Menongue,12,AO,1543877207,88,-14.66,17.68,65.65,4.09
503,Riviere-au-Renard,90,CA,1543874400,100,49.0,-64.4,32.0,5.82
504,Katangli,80,RU,1543877208,98,51.71,143.23,27.08,11.77
505,Doctor Arroyo,0,MX,1543877208,57,23.67,-100.18,61.55,3.98
506,Kirakira,44,SB,1543877209,100,-10.46,161.92,82.7,9.75
507,Bethal,32,ZA,1543877179,61,-26.46,29.47,50.8,3.2
508,Killybegs,8,IE,1543877210,100,54.63,-8.45,42.11,5.73
509,Eregli,92,TR,1543877211,85,37.51,34.05,33.65,3.98
510,Meulaboh,8,ID,1543877211,100,4.14,96.13,78.79,3.2
511,Manjhanpur,0,IN,1543877212,88,25.53,81.37,54.49,2.75
512,Opuwo,0,NA,1543877212,42,-18.06,13.84,61.42,4.05
513,Port-Gentil,75,GA,1543874400,88,-0.72,8.78,80.6,8.05
514,Kungurtug,8,RU,1543876640,75,50.6,97.53,-21.75,1.86
515,Burnie,0,AU,1543877214,100,-41.05,145.91,56.96,14.9
516,Panzhihua,0,CN,1543877214,73,26.59,101.72,35.18,1.81
517,Iranduba,36,BR,1543877215,87,-3.28,-60.19,79.28,4.61
518,Tecoanapa,40,MX,1543873860,78,16.99,-99.26,82.4,4.7
519,Mae Sai,20,MM,1543874400,100,20.44,99.89,66.2,1.97
520,Ialibu,0,PG,1543877216,82,-6.28,143.99,65.2,2.37
521,Yeppoon,40,AU,1543876200,66,-23.13,150.74,86.0,9.17
522,San Andres,68,PH,1543877218,100,13.32,122.68,81.58,17.4
523,Ciro Marina,90,IT,1543874100,100,39.37,17.13,41.0,9.17
524,Dwarka,32,IN,1543872600,76,28.58,77.04,55.4,2.71
525,Panaba,8,MX,1543877220,55,21.28,-88.27,84.5,7.56
526,Ormara,12,PK,1543877220,97,25.21,64.64,69.7,6.22
527,Baruun-Urt,36,MN,1543877221,56,46.68,113.28,-13.42,7.4
528,Mujiayingzi,56,CN,1543877221,56,42.12,118.78,16.69,2.98
529,Colac,88,AU,1543877222,71,-38.34,143.59,61.24,3.49
530,Aleksandrov Gay,92,RU,1543877222,78,50.14,48.57,22.0,3.2
531,Lichtenfels,92,DE,1543877223,98,50.15,11.06,47.02,12.1
532,Sioux Lookout,90,CA,1543874400,92,50.1,-91.92,15.8,5.82
533,Puerto Narino,75,CO,1543874400,94,-3.77,-70.38,77.0,4.7
534,Praya,75,ID,1543876200,100,-8.71,116.27,75.2,2.24
535,Erzin,75,TR,1543875600,51,36.95,36.2,60.8,16.11
536,Natal,20,BR,1543874400,74,-5.81,-35.21,82.4,10.29
537,Bud,92,NO,1543875600,86,62.91,6.91,42.8,4.7
538,Khandyga,56,RU,1543877227,84,62.65,135.58,-39.66,2.75
539,Rehoboth,24,NA,1543877227,71,-23.31,17.08,53.32,3.71
540,Hadejia,8,NG,1543877228,43,12.45,10.04,63.94,4.99
541,Kampene,68,CD,1543877229,96,-3.59,26.67,67.9,2.08
542,Pitkyaranta,92,RU,1543877229,88,61.57,31.48,25.1,12.03
